locus_tag	ftype	length_bp	gene	EC_number	COG	product
FBJMCHFD_07116	CDS	351	rnpA_2	3.1.26.5	COG0594	Ribonuclease P protein component
FBJMCHFD_07117	CDS	780	misCA_2		COG0706	Membrane protein insertase MisCA
FBJMCHFD_07118	CDS	642				hypothetical protein
FBJMCHFD_07119	CDS	1380	mnmE_2	3.6.-.-	COG0486	tRNA modification GTPase MnmE
FBJMCHFD_07120	CDS	279	rplGA_2		COG1358	putative ribosomal protein YlxQ
FBJMCHFD_07121	CDS	2151	infB_3			Translation initiation factor IF-2
FBJMCHFD_07122	CDS	279				hypothetical protein
FBJMCHFD_07123	CDS	354	rbfA_2			Ribosome-binding factor A
FBJMCHFD_07124	CDS	930	truB_2	5.4.99.25		tRNA pseudouridine synthase B
FBJMCHFD_07125	CDS	951	ribF_2		COG0196	Bifunctional riboflavin kinase/FMN adenylyltransferase
FBJMCHFD_07126	CDS	465	yoaA_2	3.6.4.12	COG1199	putative ATP-dependent DNA helicase YoaA
FBJMCHFD_07127	CDS	171				hypothetical protein
FBJMCHFD_07128	CDS	486	ypmB_2		COG5353	putative protein YpmB
FBJMCHFD_07129	CDS	1182		2.6.1.1		Aspartate aminotransferase
FBJMCHFD_07130	CDS	1296	asnS_2	6.1.1.22		Asparagine--tRNA ligase
FBJMCHFD_07131	CDS	699	dnaD_2		COG3935	DNA replication protein DnaD
FBJMCHFD_07132	CDS	1170	dacF_2	3.4.16.4	COG1686	D-alanyl-D-alanine carboxypeptidase DacF
FBJMCHFD_07133	CDS	816	punA_2	2.4.2.1	COG0005	Purine nucleoside phosphorylase 1
FBJMCHFD_07134	CDS	1185	deoB_2	5.4.2.7	COG1015	Phosphopentomutase
FBJMCHFD_07135	CDS	891	xerD_5			Tyrosine recombinase XerD
FBJMCHFD_07136	CDS	228				hypothetical protein
FBJMCHFD_07137	CDS	210	fur		COG0735	Ferric uptake regulation protein
FBJMCHFD_07138	CDS	312				hypothetical protein
FBJMCHFD_07139	CDS	306				hypothetical protein
FBJMCHFD_07140	CDS	1281				hypothetical protein
FBJMCHFD_07141	CDS	780				hypothetical protein
FBJMCHFD_07142	CDS	930	glsA2_2	3.5.1.2	COG2066	Glutaminase 2
FBJMCHFD_07143	CDS	486				hypothetical protein
FBJMCHFD_07144	CDS	1329				hypothetical protein
FBJMCHFD_07145	CDS	630				hypothetical protein
FBJMCHFD_07146	CDS	207				hypothetical protein
FBJMCHFD_07147	CDS	318				hypothetical protein
FBJMCHFD_07148	CDS	588	typA_2		COG1217	GTP-binding protein TypA/BipA 
FBJMCHFD_07149	CDS	207	ycgT_2	1.18.1.2	COG0492	Ferredoxin--NADP reductase 1
FBJMCHFD_07150	CDS	1446	nasF_2	2.1.1.107	COG0007	Uroporphyrinogen-III C-methyltransferase
FBJMCHFD_07151	CDS	321	nasE_2	1.7.1.4	COG2146	Assimilatory nitrite reductase [NAD(P)H] small subunit
FBJMCHFD_07152	CDS	2418	nasD_2	1.7.1.4	COG1251	Nitrite reductase [NAD(P)H]
FBJMCHFD_07153	CDS	321	nasC_2	1.7.-.-	COG0243	Assimilatory nitrate reductase catalytic subunit
FBJMCHFD_07154	CDS	978	accA_2	2.1.3.15	COG0825	Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha
FBJMCHFD_07155	CDS	873	accD_2	2.1.3.15	COG0777	Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta
FBJMCHFD_07156	CDS	1233		1.1.1.38		NAD-dependent malic enzyme
FBJMCHFD_07157	CDS	816	dnaE_2	2.7.7.7	COG0587	DNA polymerase III subunit alpha
FBJMCHFD_07158	CDS	585	tdk_2	2.7.1.21	COG1435	Thymidine kinase
FBJMCHFD_07159	CDS	1698	maeA_4	1.1.1.38	COG0281	putative NAD-dependent malic enzyme 2
FBJMCHFD_07160	CDS	957				hypothetical protein
FBJMCHFD_07161	CDS	564	racA_2			Chromosome-anchoring protein RacA
FBJMCHFD_07162	CDS	384	cetB_2	5.1.3.33		2-epi-5-epi-valiolone epimerase
FBJMCHFD_07163	CDS	1440	cdaR_4		COG4856	CdaA regulatory protein CdaR
FBJMCHFD_07164	CDS	822	cdaA_2	2.7.7.85	COG1624	Cyclic di-AMP synthase CdaA
FBJMCHFD_07165	CDS	627	rsiW_2		COG5662	Anti-sigma-W factor RsiW
FBJMCHFD_07166	CDS	564	sigW_2		COG1595	ECF RNA polymerase sigma factor SigW
FBJMCHFD_07167	tRNA	75				tRNA-Gln(ttg)
FBJMCHFD_07168	tRNA	85				tRNA-Tyr(gta)
FBJMCHFD_07169	tRNA	74				tRNA-Thr(tgt)
FBJMCHFD_07170	CDS	1968	parE_2	5.6.2.2	COG0187	DNA topoisomerase 4 subunit B
FBJMCHFD_07171	CDS	408	yccU_2		COG1832	putative protein YccU
FBJMCHFD_07172	CDS	933	hprK_2	2.7.11.-	COG1493	HPr kinase/phosphorylase
FBJMCHFD_07173	CDS	810	lgt_2	2.5.1.145	COG0682	Phosphatidylglycerol--prolipoprotein diacylglyceryl transferase
FBJMCHFD_07174	CDS	939				hypothetical protein
FBJMCHFD_07175	CDS	651	ppaX_4	3.6.1.1	COG0546	Pyrophosphatase PpaX
FBJMCHFD_07176	CDS	312				hypothetical protein
FBJMCHFD_07177	CDS	180	dapH_3	2.3.1.89	COG2171	2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-acetyltransferase
FBJMCHFD_07178	CDS	576	rok_3			Repressor Rok
FBJMCHFD_07179	CDS	447	ykuV_2	1.8.-.-	COG0526	Thiol-disulfide oxidoreductase YkuV
FBJMCHFD_07180	CDS	543	ahpC_3	1.11.1.15	COG0450	Alkyl hydroperoxide reductase C
FBJMCHFD_07181	CDS	804	ykuT_2		COG0668	putative MscS family protein YkuT
FBJMCHFD_07182	CDS	246				hypothetical protein
FBJMCHFD_07183	CDS	1125	ykuR_2	3.5.1.47	COG1473	N-acetyldiaminopimelate deacetylase
FBJMCHFD_07184	CDS	651				hypothetical protein
FBJMCHFD_07185	CDS	369				hypothetical protein
FBJMCHFD_07186	CDS	1131	rapH_3	3.1.-.-		Response regulator aspartate phosphatase H
FBJMCHFD_07187	CDS	174				hypothetical protein
FBJMCHFD_07188	CDS	720				putative transcriptional regulatory protein
FBJMCHFD_07189	CDS	738	rlmL_2		COG0116	Ribosomal RNA large subunit methyltransferase K/L
FBJMCHFD_07190	CDS	192				hypothetical protein
FBJMCHFD_07191	CDS	1926	dinG_4	3.6.4.12	COG1199	putative ATP-dependent helicase DinG 
FBJMCHFD_07192	CDS	765	kduD	1.1.1.127		2-dehydro-3-deoxy-D-gluconate 5-dehydrogenase
FBJMCHFD_07193	CDS	513	kduI	5.3.1.17	COG3717	4-deoxy-L-threo-5-hexosulose-uronate ketol-isomerase
FBJMCHFD_07194	CDS	1917				hypothetical protein
FBJMCHFD_07195	CDS	891	clpX_1			ATP-dependent Clp protease ATP-binding subunit ClpX
FBJMCHFD_07196	CDS	789	divIB_1		COG1589	Cell division protein DivIB
FBJMCHFD_07197	CDS	912	murB_1	1.3.1.98	COG0812	UDP-N-acetylenolpyruvoylglucosamine reductase
FBJMCHFD_07198	CDS	1092	murG_3	2.4.1.227	COG0707	UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase
FBJMCHFD_07199	CDS	1026	ftsW_4	2.4.1.129	COG0772	putative peptidoglycan glycosyltransferase FtsW
FBJMCHFD_07200	CDS	813	ypbG_3		COG1408	putative protein YpbG
FBJMCHFD_07201	CDS	552				hypothetical protein
FBJMCHFD_07202	CDS	1122	ugtP_2	2.4.1.315	COG0707	Processive diacylglycerol beta-glucosyltransferase
FBJMCHFD_07203	CDS	1740				hypothetical protein
FBJMCHFD_07204	CDS	492	msrC_2	1.8.4.14	COG1956	Free methionine-R-sulfoxide reductase
FBJMCHFD_07205	CDS	624	yttP_2			putative HTH-type transcriptional regulator YttP
FBJMCHFD_07206	CDS	807	hisK_2	3.1.3.15	COG1387	Histidinol-phosphatase
FBJMCHFD_07207	CDS	183	ykoL_2			Stress response protein YkoL
FBJMCHFD_07208	CDS	156				hypothetical protein
FBJMCHFD_07209	CDS	333	tnrA_2		COG0789	HTH-type transcriptional regulator TnrA
FBJMCHFD_07210	CDS	1356	mgtE_2		COG2239	Magnesium transporter MgtE
FBJMCHFD_07211	CDS	123				hypothetical protein
FBJMCHFD_07212	CDS	138				hypothetical protein
FBJMCHFD_07213	CDS	513	ykoJ_1		COG3212	putative protein YkoJ
FBJMCHFD_07214	CDS	402	ykoJ_2		COG3212	putative protein YkoJ
FBJMCHFD_07215	CDS	1311	murAA_2	2.5.1.7	COG0766	UDP-N-acetylglucosamine 1-carboxyvinyltransferase 1
FBJMCHFD_07216	CDS	1032				hypothetical protein
FBJMCHFD_07217	CDS	687				hypothetical protein
FBJMCHFD_07218	CDS	681				hypothetical protein
FBJMCHFD_07219	CDS	168				hypothetical protein
FBJMCHFD_07220	CDS	534				hypothetical protein
FBJMCHFD_07221	CDS	309				hypothetical protein
FBJMCHFD_07222	CDS	423				hypothetical protein
FBJMCHFD_07223	CDS	747				hypothetical protein
FBJMCHFD_07224	CDS	774				hypothetical protein
FBJMCHFD_07225	CDS	384				hypothetical protein
FBJMCHFD_07226	CDS	945	ispH_2	1.17.7.4	COG0761	4-hydroxy-3-methylbut-2-enyl diphosphate reductase
FBJMCHFD_07227	CDS	744				hypothetical protein
FBJMCHFD_07228	CDS	1317	cshB_2	3.6.4.13	COG0513	DEAD-box ATP-dependent RNA helicase CshB
FBJMCHFD_07229	CDS	894	nfo_2	3.1.21.2	COG0648	putative endonuclease 4
FBJMCHFD_07230	CDS	813	ssuC_4		COG0600	Putative aliphatic sulfonates transport permease protein SsuC
FBJMCHFD_07231	CDS	783	tauB	7.6.2.7	COG4525	Taurine import ATP-binding protein TauB
FBJMCHFD_07232	CDS	1029				hypothetical protein
FBJMCHFD_07233	CDS	774	dpp5_3	3.4.14.-	COG1506	Dipeptidyl-peptidase 5
FBJMCHFD_07234	CDS	243	ytmB_2			putative protein YtmB
FBJMCHFD_07235	CDS	609	pckA_2	4.1.1.49		Phosphoenolpyruvate carboxykinase (ATP)
FBJMCHFD_07236	CDS	1347	cimH_3		COG3493	Citrate/malate transporter
FBJMCHFD_07237	CDS	216				hypothetical protein
FBJMCHFD_07238	CDS	1401				hypothetical protein
FBJMCHFD_07239	CDS	447	xkdM_1			Phage-like element PBSX protein XkdM
FBJMCHFD_07240	CDS	447	yqbN_1			putative protein YqbN
FBJMCHFD_07241	CDS	1050				hypothetical protein
FBJMCHFD_07242	CDS	741	fabG_10	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
FBJMCHFD_07243	CDS	954	fabD_2	2.3.1.39		Malonyl CoA-acyl carrier protein transacylase
FBJMCHFD_07244	CDS	1002	plsX_2	2.3.1.274	COG0416	Phosphate acyltransferase
FBJMCHFD_07245	CDS	567	fapR_2		COG2050	Transcription factor FapR
FBJMCHFD_07246	CDS	1035	recG_2	3.6.4.12		ATP-dependent DNA helicase RecG
FBJMCHFD_07247	CDS	801				hypothetical protein
FBJMCHFD_07248	CDS	339				hypothetical protein
FBJMCHFD_07249	CDS	1839	lepA_2	3.6.5.-	COG0481	Elongation factor 4
FBJMCHFD_07250	CDS	1140	hemW_2		COG0635	Heme chaperone HemW
FBJMCHFD_07251	CDS	432	mrpB_2		COG2111	Na(+)/H(+) antiporter subunit B
FBJMCHFD_07252	CDS	342	mrpC_2		COG1006	Na(+)/H(+) antiporter subunit C
FBJMCHFD_07253	CDS	1491	mrpD_2		COG0651	Na(+)/H(+) antiporter subunit D
FBJMCHFD_07254	CDS	477	mrpE_2		COG1863	Na(+)/H(+) antiporter subunit E
FBJMCHFD_07255	CDS	285	mrpF_2		COG2212	Na(+)/H(+) antiporter subunit F
FBJMCHFD_07256	CDS	375	mrpG_2		COG1320	Na(+)/H(+) antiporter subunit G
FBJMCHFD_07257	CDS	384		3.1.2.-	COG2050	Putative esterase
FBJMCHFD_07258	CDS	630	comA_3		COG2197	Transcriptional regulatory protein ComA
FBJMCHFD_07259	CDS	369				IS3 family transposase ISBce13
FBJMCHFD_07260	CDS	2034	recF_4			DNA replication and repair protein RecF
FBJMCHFD_07261	CDS	924				hypothetical protein
FBJMCHFD_07262	CDS	1356	mtaB_1	2.8.4.5	COG0621	Threonylcarbamoyladenosine tRNA methylthiotransferase MtaB
FBJMCHFD_07263	CDS	771	rsmE_1	2.1.1.193	COG1385	Ribosomal RNA small subunit methyltransferase E
FBJMCHFD_07264	CDS	936	prmA_1	2.1.1.-	COG2264	Ribosomal protein L11 methyltransferase
FBJMCHFD_07265	CDS	270	dnaJ_1			Chaperone protein DnaJ
FBJMCHFD_07266	CDS	1365	sasA_11	2.7.-.-		Adaptive-response sensory-kinase SasA
FBJMCHFD_07267	CDS	687	mprA_2			Response regulator MprA
FBJMCHFD_07268	CDS	603	ykoF			Putative HMP/thiamine-binding protein YkoF
FBJMCHFD_07269	CDS	600	ykoE_2		COG4721	Putative HMP/thiamine permease protein YkoE
FBJMCHFD_07270	CDS	675	dppB_5		COG0601	Dipeptide transport system permease protein DppB
FBJMCHFD_07271	CDS	912	dppC_4		COG1173	Dipeptide transport system permease protein DppC
FBJMCHFD_07272	CDS	753				hypothetical protein
FBJMCHFD_07273	CDS	993	trpS_2	6.1.1.2	COG0180	Tryptophan--tRNA ligase
FBJMCHFD_07274	CDS	492				hypothetical protein
FBJMCHFD_07275	CDS	171				hypothetical protein
FBJMCHFD_07276	CDS	1275	hisS_2	6.1.1.21	COG0124	Histidine--tRNA ligase
FBJMCHFD_07277	CDS	1779	aspS_2	6.1.1.12		Aspartate--tRNA ligase
FBJMCHFD_07278	CDS	2859	addA_2	3.1.-.-	COG1074	ATP-dependent helicase/nuclease subunit A
FBJMCHFD_07279	CDS	1176	cpdA_4	3.1.4.53		3',5'-cyclic adenosine monophosphate phosphodiesterase CpdA
FBJMCHFD_07280	CDS	615				hypothetical protein
FBJMCHFD_07281	CDS	279				hypothetical protein
FBJMCHFD_07282	CDS	642	trmB_2	2.1.1.33	COG0220	tRNA (guanine-N(7)-)-methyltransferase
FBJMCHFD_07283	CDS	846	ytnP_2	3.1.1.-	COG0491	putative quorum-quenching lactonase YtnP
FBJMCHFD_07284	CDS	831				hypothetical protein
FBJMCHFD_07285	CDS	1080				hypothetical protein
FBJMCHFD_07286	CDS	1326	tcyP_2		COG1823	L-cystine uptake protein TcyP
FBJMCHFD_07287	CDS	1398	alsT_6		COG1115	Amino-acid carrier protein AlsT
FBJMCHFD_07288	CDS	354				hypothetical protein
FBJMCHFD_07289	CDS	126				hypothetical protein
FBJMCHFD_07290	CDS	825	parC_2	5.6.2.2		DNA topoisomerase 4 subunit A
FBJMCHFD_07291	CDS	249	rplGB_1		COG1358	Ribosome-associated protein L7Ae-like protein
FBJMCHFD_07292	CDS	3519	rpoC_1	2.7.7.6	COG0086	DNA-directed RNA polymerase subunit beta'
FBJMCHFD_07293	CDS	357	acrC	1.3.1.95		Acryloyl-CoA reductase (NADH)
FBJMCHFD_07294	CDS	1650	fadD3_2	6.2.1.41	COG0318	3-[(3aS,4S,7aS)-7a-methyl-1,5-dioxo-octahydro-1H-inden-4-yl]propanoyl:CoA ligase
FBJMCHFD_07295	CDS	1335	cfiB_2	6.4.1.7	COG0439	2-oxoglutarate carboxylase small subunit
FBJMCHFD_07296	CDS	222	yngHB_2		COG0511	Biotin/lipoyl attachment protein
FBJMCHFD_07297	CDS	576				hypothetical protein
FBJMCHFD_07298	CDS	702	gloB_6	3.1.2.6		Hydroxyacylglutathione hydrolase
FBJMCHFD_07299	CDS	483				hypothetical protein
FBJMCHFD_07300	CDS	939				hypothetical protein
FBJMCHFD_07301	CDS	546				Protein csk22
FBJMCHFD_07302	CDS	324	czrA_2		COG0640	HTH-type transcriptional repressor CzrA
FBJMCHFD_07303	CDS	1080	glgM	2.4.1.342	COG0438	Alpha-maltose-1-phosphate synthase
FBJMCHFD_07304	CDS	471				hypothetical protein
FBJMCHFD_07305	CDS	354				hypothetical protein
FBJMCHFD_07306	CDS	465	mltG_4	4.2.2.-		Endolytic murein transglycosylase
FBJMCHFD_07307	CDS	783	pstB3_3	7.3.2.1	COG1117	Phosphate import ATP-binding protein PstB 3
FBJMCHFD_07308	CDS	492	pstB3_4	7.3.2.1	COG1117	Phosphate import ATP-binding protein PstB 3
FBJMCHFD_07309	CDS	861	lpxG_2	3.6.1.-	COG1408	UDP-2,3-diacylglucosamine pyrophosphatase LpxG
FBJMCHFD_07310	CDS	504	ykuD_3	2.-.-.-	COG1376	Putative L,D-transpeptidase YkuD
FBJMCHFD_07311	CDS	1293				hypothetical protein
FBJMCHFD_07312	CDS	465				hypothetical protein
FBJMCHFD_07313	CDS	564	yqgN_2		COG0212	putative protein YqgN
FBJMCHFD_07314	CDS	174				hypothetical protein
FBJMCHFD_07315	CDS	1524	gluP	3.4.21.105	COG0705	Rhomboid protease GluP
FBJMCHFD_07316	CDS	228	yqgQ_2		COG4483	putative protein YqgQ
FBJMCHFD_07317	CDS	966	glcK_2	2.7.1.2	COG1940	Glucokinase
FBJMCHFD_07318	CDS	702	cysH_2	1.8.4.8	COG0175	Phosphoadenosine phosphosulfate reductase
FBJMCHFD_07319	CDS	633	pyrE_2	2.4.2.10	COG0461	Orotate phosphoribosyltransferase
FBJMCHFD_07320	CDS	720	pyrF_2	4.1.1.23	COG0284	Orotidine 5'-phosphate decarboxylase
FBJMCHFD_07321	CDS	936	pyrD_2	1.3.1.14	COG0167	Dihydroorotate dehydrogenase B (NAD(+)), catalytic subunit
FBJMCHFD_07322	CDS	417	pyrK_2		COG0543	Dihydroorotate dehydrogenase B (NAD(+)), electron transfer subunit
FBJMCHFD_07323	CDS	1659	lon2_1	3.4.21.53	COG1067	Lon protease 2
FBJMCHFD_07324	CDS	1263	clpX_2		COG1219	ATP-dependent Clp protease ATP-binding subunit ClpX
FBJMCHFD_07325	CDS	300	tig_1	5.2.1.8	COG0544	Trigger factor
FBJMCHFD_07326	CDS	1149	ugtP_3	2.4.1.315	COG0707	Processive diacylglycerol beta-glucosyltransferase
FBJMCHFD_07327	CDS	906	metAA_2	2.3.1.31		Homoserine O-acetyltransferase
FBJMCHFD_07328	CDS	483	gpx1_2	1.11.1.22		Hydroperoxy fatty acid reductase gpx1
FBJMCHFD_07329	CDS	1659	lon2_2	3.4.21.53	COG1067	Lon protease 2
FBJMCHFD_07330	CDS	1263	clpX_3		COG1219	ATP-dependent Clp protease ATP-binding subunit ClpX
FBJMCHFD_07331	CDS	300	tig_2	5.2.1.8	COG0544	Trigger factor
FBJMCHFD_07332	CDS	954	fmt_2	2.1.2.9	COG0223	Methionyl-tRNA formyltransferase
FBJMCHFD_07333	CDS	483	def1_2	3.5.1.88	COG0242	Peptide deformylase 1
FBJMCHFD_07334	CDS	1050	priA_6	3.6.4.-	COG1198	Primosomal protein N'
FBJMCHFD_07335	CDS	441	yfkC_2		COG0668	putative MscS family protein YfkC
FBJMCHFD_07336	CDS	792	yfkD_2			putative protein YfkD
FBJMCHFD_07337	CDS	1056	chaA_2		COG0387	Ca(2+)/H(+) antiporter ChaA
FBJMCHFD_07338	CDS	222				hypothetical protein
FBJMCHFD_07339	CDS	393				hypothetical protein
FBJMCHFD_07340	CDS	231				hypothetical protein
FBJMCHFD_07341	CDS	1428	flp			Protein flp
FBJMCHFD_07342	CDS	252				hypothetical protein
FBJMCHFD_07343	CDS	192				hypothetical protein
FBJMCHFD_07344	CDS	144				hypothetical protein
FBJMCHFD_07345	CDS	366				hypothetical protein
FBJMCHFD_07346	CDS	669				hypothetical protein
FBJMCHFD_07347	CDS	696				hypothetical protein
FBJMCHFD_07348	CDS	792	divIB_2		COG1589	Cell division protein DivIB
FBJMCHFD_07349	CDS	912	murB_2	1.3.1.98	COG0812	UDP-N-acetylenolpyruvoylglucosamine reductase
FBJMCHFD_07350	CDS	690				hypothetical protein
FBJMCHFD_07351	CDS	453				hypothetical protein
FBJMCHFD_07352	CDS	978	dus_1	1.3.1.-		putative tRNA-dihydrouridine synthase
FBJMCHFD_07353	CDS	576				hypothetical protein
FBJMCHFD_07354	CDS	303				hypothetical protein
FBJMCHFD_07355	CDS	258				hypothetical protein
FBJMCHFD_07356	CDS	948				hypothetical protein
FBJMCHFD_07357	CDS	204	uviB_1			Bacteriocin UviB
FBJMCHFD_07358	CDS	171				hypothetical protein
FBJMCHFD_07359	CDS	294				hypothetical protein
FBJMCHFD_07360	CDS	600				hypothetical protein
FBJMCHFD_07361	CDS	474	lrp_3		COG1522	Leucine-responsive regulatory protein
FBJMCHFD_07362	CDS	714				hypothetical protein
FBJMCHFD_07363	CDS	333				hypothetical protein
FBJMCHFD_07364	CDS	1323	brnQ_3		COG1114	Branched-chain amino acid transport system 2 carrier protein
FBJMCHFD_07365	CDS	207				hypothetical protein
FBJMCHFD_07366	CDS	657	spoIIIAH_2			Stage III sporulation protein AH
FBJMCHFD_07367	CDS	690				hypothetical protein
FBJMCHFD_07368	CDS	621	spoIIIAF_2			Stage III sporulation protein AF
FBJMCHFD_07369	CDS	1200	spoIIIAE_2			Stage III sporulation protein AE
FBJMCHFD_07370	CDS	270				hypothetical protein
FBJMCHFD_07371	CDS	1692	ruvB_3	3.6.4.12		Holliday junction ATP-dependent DNA helicase RuvB
FBJMCHFD_07372	CDS	324			COG0718	Nucleoid-associated protein
FBJMCHFD_07373	CDS	597	recR_1		COG0353	Recombination protein RecR
FBJMCHFD_07374	CDS	225				hypothetical protein
FBJMCHFD_07375	CDS	264	bofA_1			Sigma-K factor-processing regulatory protein BofA
FBJMCHFD_07376	CDS	738	rph_2	2.7.7.56	COG0689	Ribonuclease PH
FBJMCHFD_07377	CDS	1101	gerM_2		COG5401	Spore germination protein GerM
FBJMCHFD_07378	CDS	816	racE_2	5.1.1.3	COG0796	Glutamate racemase 1
FBJMCHFD_07379	CDS	441	yusO_6			putative HTH-type transcriptional regulator YusO
FBJMCHFD_07380	CDS	828				hypothetical protein
FBJMCHFD_07381	CDS	321				hypothetical protein
FBJMCHFD_07382	CDS	471	yfkJ_2	3.1.3.48	COG0394	Low molecular weight protein-tyrosine-phosphatase YfkJ
FBJMCHFD_07383	CDS	216				hypothetical protein
FBJMCHFD_07384	CDS	1191	ydiN			Inner membrane transport protein YdiN
FBJMCHFD_07385	CDS	963	yxeB_2		COG0614	Iron(3+)-hydroxamate-binding protein YxeB
FBJMCHFD_07386	CDS	276				hypothetical protein
FBJMCHFD_07387	CDS	237				hypothetical protein
FBJMCHFD_07388	CDS	387	yxeE_2			putative protein YxeE
FBJMCHFD_07389	CDS	420	yxeF_2			putative protein YxeF
FBJMCHFD_07390	CDS	1692	ruvB_4	3.6.4.12		Holliday junction ATP-dependent DNA helicase RuvB
FBJMCHFD_07391	CDS	324			COG0718	Nucleoid-associated protein
FBJMCHFD_07392	CDS	597	recR_2		COG0353	Recombination protein RecR
FBJMCHFD_07393	CDS	225				hypothetical protein
FBJMCHFD_07394	CDS	264	bofA_2			Sigma-K factor-processing regulatory protein BofA
FBJMCHFD_07395	CDS	462	clpP_1	3.4.21.92	COG0740	ATP-dependent Clp protease proteolytic subunit
FBJMCHFD_07396	CDS	675	yvdM_1	5.4.2.6	COG0637	Beta-phosphoglucomutase
FBJMCHFD_07397	CDS	1686	malL_3	3.2.1.10	COG0366	Oligo-1,6-glucosidase 1
FBJMCHFD_07398	CDS	666	malP_2	2.4.1.8		Maltose phosphorylase
FBJMCHFD_07399	CDS	1500	xylB_4	2.7.1.17	COG1070	Xylulose kinase
FBJMCHFD_07400	CDS	1338	xylA_2	5.3.1.5		Xylose isomerase
FBJMCHFD_07401	CDS	702	COQ5_7	2.1.1.163		2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial
FBJMCHFD_07402	CDS	1401	ctpA_2	3.4.21.102	COG0793	Carboxy-terminal processing protease CtpA
FBJMCHFD_07403	CDS	1122	yodF_4		COG0591	putative symporter YodF
FBJMCHFD_07404	CDS	651	trmK_2	2.1.1.217	COG2384	tRNA (adenine(22)-N(1))-methyltransferase
FBJMCHFD_07405	CDS	363	cccA_2		COG2010	Cytochrome c-550
FBJMCHFD_07406	CDS	972	sigA_2		COG0568	RNA polymerase sigma factor SigA
FBJMCHFD_07407	CDS	231				hypothetical protein
FBJMCHFD_07408	CDS	846				hypothetical protein
FBJMCHFD_07409	CDS	642	ydjZ_4		COG0398	TVP38/TMEM64 family inner membrane protein YdjZ
FBJMCHFD_07410	CDS	936	dnaI_2		COG1484	Primosomal protein DnaI
FBJMCHFD_07411	CDS	771	rsmE_2	2.1.1.193	COG1385	Ribosomal RNA small subunit methyltransferase E
FBJMCHFD_07412	CDS	1356	mtaB_2	2.8.4.5	COG0621	Threonylcarbamoyladenosine tRNA methylthiotransferase MtaB
FBJMCHFD_07413	CDS	936				hypothetical protein
FBJMCHFD_07414	CDS	174	rpsU		COG0828	30S ribosomal protein S21
FBJMCHFD_07415	CDS	744	cobB_2	2.3.1.286	COG0846	NAD-dependent protein deacetylase
FBJMCHFD_07416	CDS	1116				hypothetical protein
FBJMCHFD_07417	CDS	108				hypothetical protein
FBJMCHFD_07418	CDS	732	glpQ_8	3.1.4.46	COG0584	Glycerophosphodiester phosphodiesterase
FBJMCHFD_07419	CDS	975	mraY_2	2.7.8.13	COG0472	Phospho-N-acetylmuramoyl-pentapeptide-transferase
FBJMCHFD_07420	CDS	993	murE_2	6.3.2.13	COG0769	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase
FBJMCHFD_07421	CDS	951				hypothetical protein
FBJMCHFD_07422	CDS	1161	queG_2	1.17.99.6	COG1600	Epoxyqueuosine reductase
FBJMCHFD_07423	CDS	624				hypothetical protein
FBJMCHFD_07424	CDS	228				hypothetical protein
FBJMCHFD_07425	CDS	1506				hypothetical protein
FBJMCHFD_07426	CDS	759				hypothetical protein
FBJMCHFD_07427	CDS	126				hypothetical protein
FBJMCHFD_07428	tRNA	84				tRNA-Leu(gag)
FBJMCHFD_07429	tRNA	83				tRNA-Leu(tag)
FBJMCHFD_07430	tRNA	76				tRNA-Lys(ttt)
FBJMCHFD_07431	tRNA	75				tRNA-Gln(ttg)
FBJMCHFD_07432	tRNA	75				tRNA-Glu(ttc)
FBJMCHFD_07433	CDS	744	truA_1	5.4.99.12	COG0101	tRNA pseudouridine synthase A
FBJMCHFD_07434	CDS	798	ecfT_1		COG0619	Energy-coupling factor transporter transmembrane protein EcfT
FBJMCHFD_07435	CDS	870	ecfA2_1	3.6.3.-	COG1122	Energy-coupling factor transporter ATP-binding protein EcfA2
FBJMCHFD_07436	CDS	846	ecfA1_1	7.-.-.-		Energy-coupling factor transporter ATP-binding protein EcfA1
FBJMCHFD_07437	CDS	744	truA_2	5.4.99.12	COG0101	tRNA pseudouridine synthase A
FBJMCHFD_07438	CDS	798	ecfT_2		COG0619	Energy-coupling factor transporter transmembrane protein EcfT
FBJMCHFD_07439	CDS	870	ecfA2_2	3.6.3.-	COG1122	Energy-coupling factor transporter ATP-binding protein EcfA2
FBJMCHFD_07440	CDS	846	ecfA1_2	7.-.-.-		Energy-coupling factor transporter ATP-binding protein EcfA1
FBJMCHFD_07441	CDS	447	yqhS	4.2.1.10	COG0757	3-dehydroquinate dehydratase
FBJMCHFD_07442	CDS	534				hypothetical protein
FBJMCHFD_07443	CDS	957				hypothetical protein
FBJMCHFD_07444	CDS	396				hypothetical protein
FBJMCHFD_07445	CDS	270				hypothetical protein
FBJMCHFD_07446	CDS	204				Small, acid-soluble spore protein 1
FBJMCHFD_07447	CDS	621				hypothetical protein
